data;empresa;servico;cmv;feriado;evento;obs;Tipo;qtd_hospedes;valor
2030-03-07;Pousada da Ponte;Frigobar;1;0;0;-;-;0;34
2030-03-08;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;700
2030-03-08;Pousada da Ponte;Frigobar;1;0;0;-;-;0;48
2030-03-09;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;700
2030-03-09;Pousada da Ponte;Frigobar;1;0;0;-;-;0;27
2030-03-10;Pousada da Ponte;Hospedagem;0;0;0;-;-;13;990
2030-03-10;Pousada da Ponte;Frigobar;1;0;0;-;-;0;31
2030-03-11;Pousada da Ponte;Hospedagem;0;0;0;-;-;11;860
2030-03-11;Pousada da Ponte;Frigobar;1;0;0;-;-;0;44
2030-03-12;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;930
2030-03-12;Pousada da Ponte;Frigobar;1;0;0;-;-;0;32
2030-03-13;Pousada da Ponte;Hospedagem;0;0;0;-;-;11;890
2030-03-13;Pousada da Ponte;Frigobar;1;0;0;-;-;0;37
2030-03-14;Pousada da Ponte;Hospedagem;0;0;0;-;-;7;580
2030-03-14;Pousada da Ponte;Frigobar;1;0;0;-;-;0;38
2030-03-15;Pousada da Ponte;Hospedagem;0;0;0;-;-;11;840
2030-03-15;Pousada da Ponte;Frigobar;1;0;0;-;-;0;36
2030-03-16;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;810
2030-03-16;Pousada da Ponte;Frigobar;1;0;0;-;-;0;32
2030-03-17;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;820
2030-03-17;Pousada da Ponte;Frigobar;1;0;0;-;-;0;18
2030-03-18;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;440
2030-03-18;Pousada da Ponte;Frigobar;1;0;0;-;-;0;49
2030-03-19;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;380
2030-03-19;Pousada da Ponte;Frigobar;1;0;0;-;-;0;46
2030-03-20;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;680
2030-03-20;Pousada da Ponte;Frigobar;1;0;0;-;-;0;22
2030-03-21;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;380
2030-03-21;Pousada da Ponte;Frigobar;1;0;0;-;-;0;47
2030-03-22;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;800
2030-03-22;Pousada da Ponte;Frigobar;1;0;0;-;-;0;42
2030-03-23;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;770
2030-03-23;Pousada da Ponte;Frigobar;1;0;0;-;-;0;37
2030-03-24;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;750
2030-03-24;Pousada da Ponte;Frigobar;1;0;0;-;-;0;31
2030-03-25;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;420
2030-03-25;Pousada da Ponte;Frigobar;1;0;0;-;-;0;11
2030-03-26;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;410
2030-03-26;Pousada da Ponte;Frigobar;1;0;0;-;-;0;19
2030-03-27;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;400
2030-03-27;Pousada da Ponte;Frigobar;1;0;0;-;-;0;28
2030-03-28;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;910
2030-03-28;Pousada da Ponte;Frigobar;1;0;0;-;-;0;40
2030-03-29;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;760
2030-03-29;Pousada da Ponte;Frigobar;1;0;0;-;-;0;24
2030-03-30;Pousada da Ponte;Hospedagem;0;0;0;-;-;4;310
2030-03-30;Pousada da Ponte;Frigobar;1;0;0;-;-;0;14
2030-03-31;Pousada da Ponte;Hospedagem;0;0;0;-;-;6;450
2030-03-31;Pousada da Ponte;Frigobar;1;0;0;-;-;0;38
2030-04-01;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;429
2030-04-01;Pousada da Ponte;Frigobar;1;0;0;-;-;0;49
2030-04-02;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;781
2030-04-02;Pousada da Ponte;Frigobar;1;0;0;-;-;0;16
2030-04-03;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;814
2030-04-03;Pousada da Ponte;Frigobar;1;0;0;-;-;0;48
2030-04-04;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;462
2030-04-04;Pousada da Ponte;Frigobar;1;0;0;-;-;0;14
2030-04-05;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;858
2030-04-05;Pousada da Ponte;Frigobar;1;0;0;-;-;0;39
2030-04-06;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;891
2030-04-06;Pousada da Ponte;Frigobar;1;0;0;-;-;0;31
2030-04-07;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;671
2030-04-07;Pousada da Ponte;Frigobar;1;0;0;-;-;0;26
2030-04-08;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;858
2030-04-08;Pousada da Ponte;Frigobar;1;0;0;-;-;0;42
2030-04-09;Pousada da Ponte;Hospedagem;0;0;0;-;-;6;528
2030-04-09;Pousada da Ponte;Frigobar;1;0;0;-;-;0;42
2030-04-10;Pousada da Ponte;Hospedagem;0;0;0;-;-;6;506
2030-04-10;Pousada da Ponte;Frigobar;1;0;0;-;-;0;34
2030-04-11;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;814
2030-04-11;Pousada da Ponte;Frigobar;1;0;0;-;-;0;53
2030-04-12;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;880
2030-04-12;Pousada da Ponte;Frigobar;1;0;0;-;-;0;11
2030-04-13;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;484
2030-04-13;Pousada da Ponte;Frigobar;1;0;0;-;-;0;23
2030-04-14;Pousada da Ponte;Hospedagem;0;0;0;-;-;13;1089
2030-04-14;Pousada da Ponte;Frigobar;1;0;0;-;-;0;47
2030-04-15;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;990
2030-04-15;Pousada da Ponte;Frigobar;1;0;0;-;-;0;30
2030-04-16;Pousada da Ponte;Hospedagem;0;0;0;-;-;7;638
2030-04-16;Pousada da Ponte;Frigobar;1;0;0;-;-;0;40
2030-04-17;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;990
2030-04-17;Pousada da Ponte;Frigobar;1;0;0;-;-;0;22
2030-04-18;Pousada da Ponte;Hospedagem;0;0;0;-;-;6;517
2030-04-18;Pousada da Ponte;Frigobar;1;0;0;-;-;0;33
2030-04-19;Pousada da Ponte;Hospedagem;0;1;0;FERIADO;Sexta-feira Santa;10;836
2030-04-19;Pousada da Ponte;Frigobar;1;1;0;FERIADO;Sexta-feira Santa;0;484
2030-04-20;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;814
2030-04-20;Pousada da Ponte;Frigobar;1;0;0;-;-;0;39
2030-04-21;Pousada da Ponte;Hospedagem;0;1;0;FERIADO;Tiradentes;10;836
2030-04-21;Pousada da Ponte;Frigobar;1;1;0;FERIADO;Tiradentes;0;682
2030-04-22;Pousada da Ponte;Hospedagem;0;0;0;-;-;11;946
2030-04-22;Pousada da Ponte;Frigobar;1;0;0;-;-;0;33
2030-04-23;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;836
2030-04-23;Pousada da Ponte;Frigobar;1;0;0;-;-;0;15
2030-04-24;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;484
2030-04-24;Pousada da Ponte;Frigobar;1;0;0;-;-;0;49
2030-04-25;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1056
2030-04-25;Pousada da Ponte;Frigobar;1;0;0;-;-;0;34
2030-04-26;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1023
2030-04-26;Pousada da Ponte;Frigobar;1;0;0;-;-;0;15
2030-04-27;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;748
2030-04-27;Pousada da Ponte;Frigobar;1;0;0;-;-;0;39
2030-04-28;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;693
2030-04-28;Pousada da Ponte;Frigobar;1;0;0;-;-;0;51
2030-04-29;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;880
2030-04-29;Pousada da Ponte;Frigobar;1;0;0;-;-;0;12
2030-04-30;Pousada da Ponte;Hospedagem;0;0;0;-;-;7;649
2030-04-30;Pousada da Ponte;Frigobar;1;0;0;-;-;0;44
2030-05-01;Pousada da Ponte;Hospedagem;0;1;0;FERIADO;Dia do Trabalhador;6;572
2030-05-01;Pousada da Ponte;Frigobar;1;1;0;FERIADO;Dia do Trabalhador;0;539
2030-05-02;Pousada da Ponte;Hospedagem;0;0;0;-;-;4;341
2030-05-02;Pousada da Ponte;Frigobar;1;0;0;-;-;0;13
2030-05-03;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;726
2030-05-03;Pousada da Ponte;Frigobar;1;0;0;-;-;0;20
2030-05-04;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1012
2030-05-04;Pousada da Ponte;Frigobar;1;0;0;-;-;0;36
2030-05-05;Pousada da Ponte;Hospedagem;0;0;0;-;-;13;1078
2030-05-05;Pousada da Ponte;Frigobar;1;0;0;-;-;0;36
2030-05-06;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;814
2030-05-06;Pousada da Ponte;Frigobar;1;0;0;-;-;0;40
2030-05-07;Pousada da Ponte;Hospedagem;0;0;0;-;-;7;638
2030-05-07;Pousada da Ponte;Frigobar;1;0;0;-;-;0;31
2030-05-08;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;726
2030-05-08;Pousada da Ponte;Frigobar;1;0;0;-;-;0;18
2030-05-09;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1067
2030-05-09;Pousada da Ponte;Frigobar;1;0;0;-;-;0;12
2030-05-10;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;462
2030-05-10;Pousada da Ponte;Frigobar;1;0;0;-;-;0;37
2030-05-11;Pousada da Ponte;Hospedagem;0;0;0;-;-;7;605
2030-05-11;Pousada da Ponte;Frigobar;1;0;0;-;-;0;35
2030-05-12;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;847
2030-05-12;Pousada da Ponte;Frigobar;1;0;0;-;-;0;12
2030-05-13;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1067
2030-05-13;Pousada da Ponte;Frigobar;1;0;0;-;-;0;23
2030-05-14;Pousada da Ponte;Hospedagem;0;0;0;-;-;11;935
2030-05-14;Pousada da Ponte;Frigobar;1;0;0;-;-;0;22
2030-05-15;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;902
2030-05-15;Pousada da Ponte;Frigobar;1;0;0;-;-;0;39
2030-05-16;Pousada da Ponte;Hospedagem;0;0;0;-;-;6;572
2030-05-16;Pousada da Ponte;Frigobar;1;0;0;-;-;0;33
2030-05-17;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;693
2030-05-17;Pousada da Ponte;Frigobar;1;0;0;-;-;0;18
2030-05-18;Pousada da Ponte;Hospedagem;0;0;0;-;-;11;957
2030-05-18;Pousada da Ponte;Frigobar;1;0;0;-;-;0;15
2030-05-19;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1034
2030-05-19;Pousada da Ponte;Frigobar;1;0;0;-;-;0;27
2030-05-20;Pousada da Ponte;Hospedagem;0;0;0;-;-;11;946
2030-05-20;Pousada da Ponte;Frigobar;1;0;0;-;-;0;24
2030-05-21;Pousada da Ponte;Hospedagem;0;0;0;-;-;6;528
2030-05-21;Pousada da Ponte;Frigobar;1;0;0;-;-;0;31
2030-05-22;Pousada da Ponte;Hospedagem;0;0;0;-;-;11;913
2030-05-22;Pousada da Ponte;Frigobar;1;0;0;-;-;0;41
2030-05-23;Pousada da Ponte;Hospedagem;0;0;0;-;-;7;616
2030-05-23;Pousada da Ponte;Frigobar;1;0;0;-;-;0;13
2030-05-24;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;737
2030-05-24;Pousada da Ponte;Frigobar;1;0;0;-;-;0;20
2030-05-25;Pousada da Ponte;Hospedagem;0;0;0;-;-;11;946
2030-05-25;Pousada da Ponte;Frigobar;1;0;0;-;-;0;27
2030-05-26;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;451
2030-05-26;Pousada da Ponte;Frigobar;1;0;0;-;-;0;37
2030-05-27;Pousada da Ponte;Hospedagem;0;0;0;-;-;6;495
2030-05-27;Pousada da Ponte;Frigobar;1;0;0;-;-;0;16
2030-05-28;Pousada da Ponte;Hospedagem;0;0;0;-;-;7;594
2030-05-28;Pousada da Ponte;Frigobar;1;0;0;-;-;0;33
2030-05-29;Pousada da Ponte;Hospedagem;0;0;0;-;-;11;957
2030-05-29;Pousada da Ponte;Frigobar;1;0;0;-;-;0;49
2030-05-30;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1045
2030-05-30;Pousada da Ponte;Frigobar;1;0;0;-;-;0;51
2030-05-31;Pousada da Ponte;Hospedagem;0;0;0;-;-;7;649
2030-05-31;Pousada da Ponte;Frigobar;1;0;0;-;-;0;42
2030-06-01;Pousada da Ponte;Hospedagem;0;0;0;-;-;4;420
2030-06-01;Pousada da Ponte;Frigobar;1;0;0;-;-;0;27
2030-06-02;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;852
2030-06-02;Pousada da Ponte;Frigobar;1;0;0;-;-;0;43
2030-06-03;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1104
2030-06-03;Pousada da Ponte;Frigobar;1;0;0;-;-;0;12
2030-06-04;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;948
2030-06-04;Pousada da Ponte;Frigobar;1;0;0;-;-;0;37
2030-06-05;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;984
2030-06-05;Pousada da Ponte;Frigobar;1;0;0;-;-;0;58
2030-06-06;Pousada da Ponte;Hospedagem;0;0;0;-;-;6;600
2030-06-06;Pousada da Ponte;Frigobar;1;0;0;-;-;0;26
2030-06-07;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1140
2030-06-07;Pousada da Ponte;Frigobar;1;0;0;-;-;0;51
2030-06-08;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1164
2030-06-08;Pousada da Ponte;Frigobar;1;0;0;-;-;0;46
2030-06-09;Pousada da Ponte;Hospedagem;0;0;0;-;-;6;540
2030-06-09;Pousada da Ponte;Frigobar;1;0;0;-;-;0;50
2030-06-10;Pousada da Ponte;Hospedagem;0;0;0;-;-;11;1068
2030-06-10;Pousada da Ponte;Frigobar;1;0;0;-;-;0;22
2030-06-11;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;756
2030-06-11;Pousada da Ponte;Frigobar;1;0;0;-;-;0;52
2030-06-12;Pousada da Ponte;Hospedagem;0;0;0;-;-;7;708
2030-06-12;Pousada da Ponte;Frigobar;1;0;0;-;-;0;38
2030-06-13;Pousada da Ponte;Hospedagem;0;0;0;-;-;6;624
2030-06-13;Pousada da Ponte;Frigobar;1;0;0;-;-;0;42
2030-06-14;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;804
2030-06-14;Pousada da Ponte;Frigobar;1;0;0;-;-;0;14
2030-06-15;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;720
2030-06-15;Pousada da Ponte;Frigobar;1;0;0;-;-;0;54
2030-06-16;Pousada da Ponte;Hospedagem;0;0;0;-;-;4;420
2030-06-16;Pousada da Ponte;Frigobar;1;0;0;-;-;0;28
2030-06-17;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1092
2030-06-17;Pousada da Ponte;Frigobar;1;0;0;-;-;0;38
2030-06-18;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;816
2030-06-18;Pousada da Ponte;Frigobar;1;0;0;-;-;0;48
2030-06-19;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;948
2030-06-19;Pousada da Ponte;Frigobar;1;0;0;-;-;0;24
2030-06-20;Pousada da Ponte;Hospedagem;0;1;0;FERIADO;Corpus Christi;14;1332
2030-06-20;Pousada da Ponte;Frigobar;1;1;0;FERIADO;Corpus Christi;0;684
2030-06-21;Pousada da Ponte;Hospedagem;0;0;0;-;-;7;636
2030-06-21;Pousada da Ponte;Frigobar;1;0;0;-;-;0;43
2030-06-22;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;984
2030-06-22;Pousada da Ponte;Frigobar;1;0;0;-;-;0;13
2030-06-23;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;468
2030-06-23;Pousada da Ponte;Frigobar;1;0;0;-;-;0;49
2030-06-24;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;504
2030-06-24;Pousada da Ponte;Frigobar;1;0;0;-;-;0;39
2030-06-25;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;876
2030-06-25;Pousada da Ponte;Frigobar;1;0;0;-;-;0;49
2030-06-26;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1128
2030-06-26;Pousada da Ponte;Frigobar;1;0;0;-;-;0;13
2030-06-27;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;876
2030-06-27;Pousada da Ponte;Frigobar;1;0;0;-;-;0;12
2030-06-28;Pousada da Ponte;Hospedagem;0;0;0;-;-;7;648
2030-06-28;Pousada da Ponte;Frigobar;1;0;0;-;-;0;19
2030-06-29;Pousada da Ponte;Hospedagem;0;0;0;-;-;6;576
2030-06-29;Pousada da Ponte;Frigobar;1;0;0;-;-;0;15
2030-06-30;Pousada da Ponte;Hospedagem;0;0;0;-;-;11;1008
2030-06-30;Pousada da Ponte;Frigobar;1;0;0;-;-;0;24
2030-07-01;Pousada da Ponte;Hospedagem;0;0;0;-;-;4;503
2030-07-01;Pousada da Ponte;Frigobar;1;0;0;-;-;0;18
2030-07-02;Pousada da Ponte;Hospedagem;0;0;0;-;-;11;1162
